raw,rawFiltered,average,std,stdstd
228281,228281,227520.5600000001,1967.092312625978,32.73336575547781,6
230341,230341,227563.5800000001,2004.4291166295227,26.142644743000528,7
227307,227307,227533.6200000001,1996.8306577154246,18.06255176084092,8
228813,228813,227558.8000000001,2004.8507675116894,18.2866466582287,9
228963,228963,227547.7400000001,1995.5267957088956,18.086607237529364,10
228175,228175,227568.7600000001,1996.4877516258916,17.366557035903657,11
228757,228757,227558.1400000001,1988.711422100303,15.202635006506787,12
226787,226787,227540.28000000012,1991.5446973623798,14.383660752803916,13
229525,229525,227608.4600000001,1999.9531415491208,13.306075937537136,14
228569,228569,227609.3400000001,2000.3658726323536,10.361796934924923,15
228004,228004,227631.7000000001,1998.402954859753,4.844806457258359,16
230471,230471,227691.5200000001,2037.3532265152694,12.855892620147069,17
229657,229657,227747.8400000001,2051.9334234794674,19.81322224964285,18
231380,,227747.8400000001,2051.9334234794674,36.057837817748954,19
230417,230417,227823.6800000001,2078.930488879354,50.07892783235919,20
232400,,227823.6800000001,2078.930488879354,55.801783544064726,21
232568,,227823.6800000001,2078.930488879354,55.32069607213237,22
231238,231238,227896.5600000001,2132.7768393322667,51.09889662572059,23
232818,,227896.5600000001,2132.7768393322667,50.302865081510454,24
230359,230359,228037.76000000013,2056.0449076788427,47.07959312190153,25
230796,230796,228186.90000000014,1978.8048842652636,40.97866459239881,26
229924,229924,228306.00000000015,1898.9525217845835,34.630843298554936,27
230915,230915,228389.46000000014,1919.9663560573154,31.044218719584418,28
233181,,228389.46000000014,1919.9663560573154,32.43706386410014,29
230949,230949,228417.32000000012,1946.613268626308,35.048834197710235,30
232770,,228417.32000000012,1946.613268626308,48.597926326348365,31
232386,,228417.32000000012,1946.613268626308,66.83365046217591,32
232642,,228417.32000000012,1946.613268626308,74.24447124122645,33
233767,,228417.32000000012,1946.613268626308,85.72087592319846,34
230419,230419,228446.36000000013,1965.337474937063,86.40205094609641,35
230820,230820,228433.54000000012,1947.6419815746412,84.86016167289567,36
229569,229569,228369.08000000013,1853.3796463736217,82.36451490798086,37
232184,,228369.08000000013,1853.3796463736217,76.68923378435144,38
235509,,228369.08000000013,1853.3796463736217,73.83179125501472,39
234064,,228369.08000000013,1853.3796463736217,70.82477604646934,40
236642,,228369.08000000013,1853.3796463736217,82.32118678818847,41
235766,235766,228468.40000000014,2097.9162805011983,111.27760192897476,42
236600,236600,228599.02000000014,2378.110825758957,149.0189709074918,43
235145,235145,228755.94000000015,2540.469101640857,182.985465908591,1
233531,233531,228855.42000000016,2626.6555548057445,208.85358086584807,2
236465,236465,229066.80000000016,2799.569381171291,228.81719822886285,3
232839,232839,229228.96000000017,2778.4707085718487,230.13027274429578,4
234474,234474,229411.16000000018,2817.47284181972,200.429352512159,5
234125,234125,229603.00000000017,2805.3212792818617,162.79658142513927,6
231890,231890,229711.22000000018,2787.0299193929695,113.02297478617784,7
233582,233582,229880.98000000019,2758.9856214905367,72.17887126104785,8
230936,230936,229990.72000000018,2688.7490030851677,49.60526260241941,1
232767,232767,230098.74000000017,2689.6234666568935,67.32793061059166,2
232282,232282,230219.90000000017,2648.4816272708795,93.05150279727566,3
230926,230926,230261.66000000018,2642.818500084974,110.68858413866512,4
234009,234009,230410.90000000017,2639.5253758945637,117.53624423964195,5
232186,232186,230503.12000000017,2619.305767868904,114.33153057557536,6
234420,234420,230610.52000000016,2667.177491205126,116.22509387849878,7
233471,233471,230732.38000000015,2655.8706887932685,118.37657229164832,8
232695,232695,230797.86000000016,2663.081801295486,116.99575231966165,9
233051,233051,230938.26000000015,2592.1740358994352,114.85198184142644,10
229996,229996,231004.96000000017,2523.2469871954954,105.7521156674825,11
233184,233184,231082.16000000018,2529.6773103285564,129.74133648188217,12
232453,232453,231163.7000000002,2506.738225262281,149.79476535011472,13
232191,232191,231231.0800000002,2488.0981077101974,168.1395549422536,14
231854,231854,231350.5200000002,2368.9393680698163,190.39743095732757,1
228117,228117,231357.04000000018,2359.5636457597443,182.57203126734973,2
230616,230616,231372.54000000018,2352.0875001561935,172.89332251693816,3
229487,229487,231396.66000000018,2326.303218497323,151.8760465860808,4
230458,230458,231399.00000000017,2325.2987937017906,124.88961942750485,5
232361,232361,231500.08000000016,2253.978019766601,97.62152287739042,6
230768,230768,231539.18000000017,2223.7803280879507,58.88802540572807,1
232270,232270,231605.32000000018,2195.170229752338,43.93914331958481,2
231815,231815,231678.12000000017,2139.862123032908,33.09307396049813,3
233201,233201,231767.00000000017,2108.751924715393,32.432404526843655,4
232385,232385,231878.96000000017,1986.436537720457,16.935478667139137,5
230290,230290,231894.26000000015,1971.1340269983752,19.231039669158527,6
233449,233449,231991.86000000016,1924.32867265205,20.648143443221176,7
232476,232476,232081.30000000016,1838.9313771837087,23.645629289300086,8
232231,232231,232116.50000000017,1824.5592481448116,27.367158023875113,9
231663,231663,232156.62000000017,1791.7972194393947,28.648834909197063,10
231772,231772,232183.72000000018,1775.4537340045608,26.002568015080676,11
233527,233527,232229.50000000017,1779.9832723907048,22.30522591357194,12
230559,230559,232233.50000000017,1775.9956221766768,15.213162716999083,13
232542,232542,232268.4200000002,1764.5159006341396,11.40735408666027,14
233043,233043,232330.8000000002,1735.424582052094,11.908298046301898,15
232546,232546,232363.4200000002,1723.7954761486853,24.84373228373506,16
232590,232590,232396.2400000002,1712.1357371396289,31.606743095826786,17
232539,232539,232438.6400000002,1688.7359386211463,43.752484652073264,18
234696,234696,232516.16000000018,1701.5678929712485,49.20667356027577,19
232247,232247,232569.72000000018,1649.3024348465008,68.02647393167165,20
231875,231875,232491.90000000017,1587.2842121027422,88.67968574595416,21
232131,232131,232402.52000000016,1475.3161185287217,118.90424069165019,22
230363,230363,232306.88000000015,1449.1996224091022,134.71864340643918,23
233576,233576,232307.78000000014,1449.9733278894078,140.00965565837544,24
232961,232961,232237.70000000016,1326.799084259069,154.71811791989322,25
232758,232758,232236.08000000016,1326.1131903388582,161.00359629005482,26
232370,232370,232194.00000000017,1287.2445144535354,159.45737396397027,27
230276,230276,232117.02000000016,1284.5511977304543,151.48735188567065,28
231726,231726,232113.74000000017,1285.3358286419725,125.04330148573445,29
230995,230995,232062.00000000017,1277.234121056419,102.199556952283,30
234268,234268,232128.6400000002,1303.4022059175516,75.09752593611996,31
235389,,232128.6400000002,1303.4022059175516,63.16773500834555,32
233759,233759,232148.48000000019,1320.407168107903,55.24106955013036,33
236192,,232148.48000000019,1320.407168107903,64.54244760152812,34
233830,233830,232179.44000000018,1341.1600226634855,78.66940105975634,35
233610,233610,232233.12000000017,1343.6280979462665,89.24482806320366,36
233191,233191,232216.76000000018,1326.77974901289,89.7005004504335,37
232218,232218,232217.4000000002,1326.772474839114,85.17309493525232,38
234025,234025,232209.5000000002,1314.7555704353224,77.64131121444234,39
230296,230296,232146.0000000002,1328.8912521311654,63.01042524239549,40
232077,232077,232133.64000000022,1326.599559170265,40.64272780660807,41
231681,231681,232106.24000000022,1321.5075869592097,28.82384022534706,42
229849,229849,232103.30000000022,1326.353667009955,14.681540557595191,43
233664,233664,232112.90000000023,1335.8440515235116,18.095038457622294,44
231187,231187,232087.58000000022,1341.145288024665,21.472680992874714,45
232194,232194,232087.64000000022,1341.1499805729266,32.73319912211567,46
231704,231704,232084.64000000022,1341.836841941211,43.01807643522147,47
230595,230595,232134.20000000022,1235.9640447807296,56.5236863692257,48
234194,234194,232205.7600000002,1249.4971718218137,65.48278744595812,49
